"ShowID","ShowDate","ShowName","DeadBaseID","VenueID","TapeRank","GotIT","Quality","MyNotes","ShowNotes","ShowFirstLine"
931,"1967-04-17","04-17-67",0,311,0,0,-1,"","","04-17-67 Banana Grove/, Ambassador Hotel/, Los Angeles/, Ca. (Mon)"
932,"1967-04-28","04-28-67",0,312,0,0,-1,"","","04-28-67 Stockton Ballroom/, Stockton/, Ca. (Fri)"
933,"1967-04-29","04-29-67",0,313,0,0,-1,"","also: The Doors; UFO; Captain Speed","04-29-67 Earl Warren Showgrounds/, Santa Barbara/, Ca. (Sat)"
934,"1967-05-05","05-05-67",0,34,0,0,-1,"","billing: GD; Paupers; Collage","05-05-67 Fillmore Auditorium/, San Francisco/, Ca. (Fri)"
935,"1967-05-06","05-06-67",0,34,0,0,-1,"","billing: GD; Paupers; Collage","05-06-67 Fillmore Auditorium/, San Francisco/, Ca. (Sat)"
936,"1967-05-11","05-11-67",0,314,0,0,-1,"","","05-11-67 Marigold Ballroom/, Fresno/, Ca. (Thu)"
937,"1967-05-18","05-18-67",0,315,0,0,-1,"","","05-18-67 Awalt High School/, Mountain View/, Ca. (Thu)"
938,"1967-05-20","05-20-67",0,303,0,0,-1,"","","05-20-67 Continental Ballroom/, Santa Clara/, Ca. (Sat)"
939,"1967-05-29","05-29-67",0,316,0,0,-1,"","also: Project Hope","05-29-67 Napa County Fairgrounds/, Napa/, Ca. (Mon)"
940,"1967-05-30","05-30-67",0,602,0,0,-1,"","HALO: Haight-Ashbury Legal Organization benefit - also: Jefferson Airplane; Big Brother & The Holding Co.; QMS; The Charlatans","05-30-67 Winterland Arena/, San Francisco/, Ca. (Tue)"
941,"1967-06-01","06-01-67",0,317,0,0,-1,"","free afternoon concert","06-01-67 Tompkins Square Park/, New York/, N.Y. (Thu)"
942,"1967-06-03","06-03-67",0,116,0,0,-1,"","","06-03-67 Gym/, S.U.N.Y./, Stony Brook/, N.Y. (Sat)"
943,"1967-06-06","06-06-67",0,318,0,0,-1,"","list may be incomplete - order uncertain - also: Luke & The Apostles","06-06-67 Caf? au Go-Go/, New York/, N.Y. (Tue)"
944,"1967-06-07","06-07-67",0,318,0,0,-1,"","also: Luke & The Apostles","06-07-67 Caf? au Go-Go/, New York/, N.Y. (Wed)"
945,"1967-06-09","06-09-67",0,318,0,0,-1,"","also: Eric Andersen; Luke & The Apostles","06-09-67 Caf? au Go-Go/, New York/, N.Y. (Fri)"
946,"1967-06-10","06-10-67",0,318,0,0,-1,"","also: Eric Andersen; Luke & The Apostles","06-10-67 Caf? au Go-Go/, New York/, N.Y. (Sat)"
947,"1967-06-11","06-11-67",0,318,0,0,-1,"","also: Eric Andersen; Luke & The Apostles","06-11-67 Caf? au Go-Go/, New York/, N.Y. (Sun)"
948,"1967-06-12","06-12-67",0,319,0,0,-1,"","","06-12-67 The Cheetah/, New York/, N.Y. (Mon)"
949,"1967-06-15","06-15-67",0,185,0,0,-1,"","list incomplete - actual date and location unknown - Straight Theater christening","06-15-67 Straight Theater/, San Francisco/, Ca. (Thu)"
950,"1967-06-18","06-18-67",0,320,0,1,-1,"","Monterey International Pop Festival - also: The Blues Project; Big Brother & The Holding Co.; The Byrds; The Band With No Name; Buffalo Springfield with David Crosby, without Neil Young; The Who; Jimi Hendrix; The Mama's & The Papa's; Otis Redding; Canned Heat","06-18-67 Monterey Fairgrounds/, Monterey/, Ca. (Sun)"
951,"1967-06-21","06-21-67",0,184,0,0,-1,"","Summer Solstice Festival","06-21-67 Polo Field/, Golden Gate Park/, San Francisco/, Ca. (Wed)"
952,"1967-06-28","06-28-67",0,55,0,0,-1,"","also: Young Rascals; Country Joe & The Fish; Sons of Champlin; Sparrow; Grassroots","06-28-67 Oakland Auditorium Arena/, Oakland/, Ca. (Wed)"
953,"1967-07-13","07-13-67",0,321,0,0,-1,"","also: Daily Flash; Love-In","07-13-67 P.N.E. Agradome/, Vancouver/, B.C./, Canada (Thu)"
954,"1967-07-18","07-18-67",0,322,0,0,-1,"","also: Poverty's People; U. S. Cadenza; Nigells","07-18-67 Masonic Temple/, Portland/, Or. (Tue)"
955,"1967-07-21","07-21-67",0,303,0,0,-1,"","also: Sons Of Champlin; Congress Of Wonders","07-21-67 Continental Ballroom/, Santa Clara/, Ca. (Fri)"
956,"1967-07-22","07-22-67",0,303,0,0,-1,"","also: Sons Of Champlin; Congress Of Wonders","07-22-67 Continental Ballroom/, Santa Clara/, Ca. (Sat)"
957,"1967-07-23","07-23-67",0,185,0,0,-1,"","*with Neal Cassady the jam may have been from another Straight Theater show - Straight Theater Opening 3rd Night - also: Phoenix; The Wildflower; Big Brother & The Holding Co.","07-23-67 Straight Theater/, San Francisco/, Ca. (Sun)"
958,"1967-07-31","07-31-67",0,323,0,0,-1,"","""Bill Graham presents The San Francisco Scene In Toronto"" - billing: Jefferson Airplane; GD; Luke & The Apostles","07-31-67 O'Keefe Centre/, Toronto/, Canada (Mon)"
959,"1967-08-01","08-01-67",0,323,0,0,-1,"","Jerry Garcia's 25th birthday - billing: Jefferson Airplane; GD; Luke & The Apostles","08-01-67 O'Keefe Centre/, Toronto/, Canada (Tue)"
960,"1967-08-02","08-02-67",0,323,0,0,-1,"","afternoon concert - billing: Jefferson Airplane; GD; Luke & The Apostles","08-02-67 O'Keefe Centre/, Toronto/, Canada (Wed)"
961,"1967-08-03","08-03-67",0,323,0,0,-1,"","billing: Jefferson Airplane; GD; Luke & The Apostles","08-03-67 O'Keefe Centre/, Toronto/, Canada (Thu)"
962,"1967-08-04","08-04-67",0,323,0,0,-1,"","billing: Jefferson Airplane; GD; Luke & The Apostles","08-04-67 O'Keefe Centre/, Toronto/, Canada (Fri)"
963,"1967-08-05","08-05-67",0,323,0,0,-1,"","afternoon concert - billing: Jefferson Airplane; GD; Luke & The Apostles","08-05-67 O'Keefe Centre/, Toronto/, Canada (Sat)"
964,"1967-08-10","08-10-67",0,324,0,0,-1,"","","08-10-67 Chelsea Hotel Roof/, New York/, N.Y. (Thu)"
965,"1967-08-11","08-11-67",0,325,0,0,-1,"","also: Rationals; Southbound Freeway; Bishops; Ashmollyan Quintet","08-11-67 Grande Ballroom/, Detroit/, Mi. (Fri)"
966,"1967-08-12","08-12-67",0,325,0,0,-1,"","also: Rationals; Southbound Freeway; Bishops; Ashmollyan Quintet","08-12-67 Grande Ballroom/, Detroit/, Mi. (Sat)"
967,"1967-08-13","08-13-67",0,326,0,0,-1,"","afternoon concert","08-13-67 West Park/, Ann Arbor/, Mi. (Sun)"
968,"1967-08-19","08-19-67",0,327,0,0,-1,"","","08-19-67 American Legion Hall/, South Shore/, Lake Tahoe/, Ca. (Sat)"
969,"1967-08-25","08-25-67",0,328,0,0,-1,"","also: Creators","08-25-67 King's Beach Bowl/, North Shore/, Lake Tahoe/, Ca. (Fri)"
970,"1967-08-26","08-26-67",0,328,0,0,-1,"","also: Creators","08-26-67 King's Beach Bowl/, North Shore/, Lake Tahoe/, Ca. (Sat)"
971,"1967-08-28","08-28-67",0,84,0,0,-1,"","Chocolate George's wake - also: Big Brother & The Holding Co.","08-28-67 Lindley Meadows/, Golden Gate Pk/, San Francisco/, Ca. (Mon)"
972,"1967-09-03","09-03-67",0,329,0,0,-1,"","""Midnight Hour"" appears on ""Fallout From The Phil Zone"" - either or both songs could be from the next night","09-03-67 Dance Hall/, Rio Nido/, Ca. (Sun)"
973,"1967-09-04","09-04-67",0,329,0,0,-1,"","could be from the previous night","09-04-67 Dance Hall/, Rio Nido/, Ca. (Mon)"
974,"1967-09-08","09-08-67",0,330,0,0,-1,"","Pigpen's 22nd birthday - also: Magic Fern; Fat Jack","09-08-67 Eagle's Auditorium/, Seattle/, Wa. (Fri)"
975,"1967-09-15","09-15-67",0,331,0,0,-1,"","""Bill Graham presents The San Francisco Scene In Los Angeles"" - billing: Jefferson Airplane; GD; Big Brother & The Holding Co. - Big Brother did not appear","09-15-67 Hollywood Bowl/, Hollywood/, Ca. (Fri)"
976,"1967-09-16","09-16-67",0,332,0,0,-1,"","free concert - also: Jefferson Airplane","09-16-67 Griffith Park/, Los Angeles/, Ca. (Sat)"
977,"1967-09-22","09-22-67",0,333,0,0,-1,"","also: Mother Earth","09-22-67 Family Dog/, Denver/, Co. (Fri)"
978,"1967-09-23","09-23-67",0,333,0,0,-1,"","also: Mother Earth","09-23-67 Family Dog/, Denver/, Co. (Sat)"
979,"1967-09-30","09-30-67",0,185,0,0,-1,"","also: Sons Of Champlin","09-30-67 Straight Theater/, San Francisco/, Ca. (Sat)"
980,"1967-10-01","10-01-67",0,29,0,0,-1,"","""Potpourri"" - ""A Benefit for the Economic Opportunity Program"" - also: Charles Lloyd; Bola Sete","10-01-67 Greek Theatre/, U. of California/, Berkeley/, Ca. (Sun)"
981,"1967-10-14","10-14-67",0,303,0,0,-1,"","also: Powers Of Evil; Om","10-14-67 Continental Ballroom/, Santa Clara/, Ca. (Sat)"
982,"1967-10-22","10-22-67",0,602,0,0,-1,"","Marijuana Defense benefit - also: QMS; Big Brother & The Holding Co.","10-22-67 Winterland Arena/, San Francisco/, Ca. (Sun)"
983,"1967-11-12","11-12-67",0,602,0,0,-1,"","Benefit for the Bands","11-12-67 Winterland Arena/, San Francisco/, Ca. (Sun)"
984,"1967-12-13","12-13-67",0,149,0,0,-1,"","","12-13-67 Shrine Exhibition Hall/, Los Angeles/, Ca. (Wed)"
985,"1967-12-22","12-22-67",0,334,0,0,-1,"","","12-22-67 Palm Gardens/, New York/, N.Y. (Fri)"
986,"1967-12-23","12-23-67",0,334,0,0,-1,"","","12-23-67 Palm Gardens/, New York/, N.Y. (Sat)"
987,"1967-12-24","12-24-67",0,334,0,0,-1,"","","12-24-67 Palm Gardens/, New York/, N.Y. (Sun)"
988,"1967-12-26","12-26-67",0,335,0,0,-1,"","Fillmore East - also: Take Five","12-26-67 Village Theater/, New York/, N.Y. (Tue)"
989,"1967-12-27","12-27-67",0,335,0,0,-1,"","Fillmore East - also: Take Five","12-27-67 Village Theater/, New York/, N.Y. (Wed)"
990,"1967-12-29","12-29-67",0,336,0,0,-1,"","venue may not be correct","12-29-67 Psychedelic Supermarket/, Boston/, Ma. (Fri)"
991,"1967-12-30","12-30-67",0,336,0,0,-1,"","venue may not be correct","12-30-67 Psychedelic Supermarket/, Boston/, Ma. (Sat)"
992,"1968-01-17","01-17-68",0,31,0,0,-1,"","""Ben Franklin's Birthday"" - also: QMS; Jerry Abrams","01-17-68 Carousel Ballroom/, San Francisco/, Ca. (Wed)"
993,"1968-01-26","01-26-68",0,186,0,0,-1,"","also: QMS","01-26-68 Eagles Auditorium/, Seattle/, Wa. (Fri)"
994,"1968-01-27","01-27-68",0,186,0,0,-1,"","also: QMS","01-27-68 Eagles Auditorium/, Seattle/, Wa. (Sat)"
995,"1968-01-29","01-29-68",0,337,0,0,-1,"","also: QMS; PH Phactor Jug Band","01-29-68 Portland State College/, Portland/, Or. (Mon)"
996,"1968-01-30","01-30-68",0,338,0,0,-1,"","","01-30-68 Erb Memorial Union/, U. of Oregon/, Eugene/, Or. (Tue)"
997,"1968-02-04","02-04-68",0,339,0,0,-1,"","also: QMS - $3","02-04-68 Gym/, South Oregon College/, Ashland/, Or. (Sun)"
998,"1968-02-17","02-17-68",0,83,0,0,-1,"","also: Country Joe & The Fish","02-17-68 Selland Arena/, Fresno/, Ca. (Sat)"
999,"1968-02-22","02-22-68",0,328,0,0,-1,"","""Trip and Ski"" - also: Morning Glory","02-22-68 King's Beach Bowl/, North Shore/, Lake Tahoe/, Ca. (Thu)"
1000,"1968-02-23","02-23-68",0,328,0,0,-1,"","""Trip and Ski"" - also: Morning Glory","02-23-68 King's Beach Bowl/, North Shore/, Lake Tahoe/, Ca. (Fri)"
1001,"1968-02-24","02-24-68",0,328,0,0,-1,"","""Trip and Ski"" - also: Morning Glory","02-24-68 King's Beach Bowl/, North Shore/, Lake Tahoe/, Ca. (Sat)"
1002,"1968-03-01","03-01-68",0,340,0,0,-1,"","also: Looking Glass","03-01-68 1300 Boulevard Way/, Walnut Creek/, Ca. (Fri)"
1003,"1968-03-02","03-02-68",0,340,0,0,-1,"","also: Looking Glass","03-02-68 1300 Boulevard Way/, Walnut Creek/, Ca. (Sat)"
1004,"1968-03-07","03-07-68",0,341,0,0,-1,"","the Dead played a free afternoon concert on the lawn outside the prison","03-07-68 San Quentin State Prison/, San Quentin/, Ca. (Thu)"
1005,"1968-03-11","03-11-68",0,342,0,0,-1,"","with Tom Constanten - also: Cream","03-11-68 Sacramento Memorial Auditorium/, Sacramento/, Ca. (Mon)"
1006,"1968-03-15","03-15-68",0,31,0,0,-1,"","Phil Lesh's 28th birthday - also: Jefferson Airplane","03-15-68 Carousel Ballroom/, San Francisco/, Ca. (Fri)"
1007,"1968-03-17","03-17-68",0,31,0,0,-1,"","also: Jefferson Airplane","03-17-68 Carousel Ballroom/, San Francisco/, Ca. (Sun)"
1008,"1968-03-20","03-20-68",0,98,0,0,-1,"","KMPX-FM Strike benefit","03-20-68 Avalon Ballroom/, San Francisco/, Ca. (Wed)"
1009,"1968-03-22","03-22-68",0,343,0,0,-1,"","also: Eric Burdon & The Animals; Eire Apparent; Apostles; Jagged Edge","03-22-68 State Fair Coliseum/, Detroit/, Mi. (Fri)"
1010,"1968-03-23","03-23-68",0,343,0,0,-1,"","also: Eric Burdon & The Animals; Eire Apparent; Apostles; Jagged Edge","03-23-68 State Fair Coliseum/, Detroit/, Mi. (Sat)"
1011,"1968-03-26","03-26-68",0,344,0,0,-1,"","order uncertain - also: Jefferson Airplane","03-26-68 MelodyLand Theater /, Anaheim/, Ca. (Tue)"
1012,"1968-03-29","03-29-68",0,31,0,0,-1,"","also: Chuck Berry; Curly Cook's Hurdy-Gurdy Band","03-29-68 Carousel Ballroom/, San Francisco/, Ca. (Fri)"
1013,"1968-03-30","03-30-68",0,31,0,0,-1,"","also: Chuck Berry; Curly Cook's Hurdy-Gurdy Band","03-30-68 Carousel Ballroom/, San Francisco/, Ca. (Sat)"
1014,"1968-03-31","03-31-68",0,31,0,0,-1,"","also: Chuck Berry; Curly Cook's Hurdy-Gurdy Band","03-31-68 Carousel Ballroom/, San Francisco/, Ca. (Sun)"
1015,"1968-04-03","04-03-68",0,602,0,0,-1,"","list may be incomplete, order uncertain - KMPX-FM Strike benefit - also: Moby Grape; Electric Flag; The Youngbloods; Mother Earth; It's A Beautiful Day","04-03-68 Winterland Arena/, San Francisco/, Ca. (Wed)"
1016,"1968-04-19","04-19-68",0,345,0,0,-1,"","also: Blues Image; Kollektions; The Bangles","04-19-68 Thee Image/, Miami Beach/, Miami/, Fl. (Fri)"
1017,"1968-04-20","04-20-68",0,345,0,0,-1,"","also: Blues Image; Kollektions; The Bangles","04-20-68 Thee Image/, Miami Beach/, Miami/, Fl. (Sat)"
1018,"1968-04-21","04-21-68",0,345,0,0,-1,"","also: Blues Image; Kollektions; The Bangles","04-21-68 Thee Image/, Miami Beach/, Miami/, Fl. (Sun)"
1019,"1968-04-26","04-26-68",0,346,0,0,-1,"","","04-26-68 Electric Factory/, Philadelphia/, Pa. (Fri)"
1020,"1968-04-27","04-27-68",0,346,0,0,-1,"","","04-27-68 Electric Factory/, Philadelphia/, Pa. (Sat)"
1021,"1968-04-28","04-28-68",0,346,0,0,-1,"","","04-28-68 Electric Factory/, Philadelphia/, Pa. (Sun)"
1022,"1968-05-03","05-03-68",0,347,0,0,-1,"","list probably incomplete - These songs appear in the film ""Columbia Revolt""","05-03-68 Low Library Plaza/, Columbia U./, New York/, N.Y. (Fri)"
1023,"1968-05-04","05-04-68",0,116,0,0,-1,"","also: Incredible String Band","05-04-68 Gym/, S.U.N.Y./, Stony Brook/, N.Y. (Sat)"
1024,"1968-05-05","05-05-68",0,191,0,0,-1,"","Paul Butterfield Blues Band, then Jefferson Airplane opened - afternoon concert","05-05-68 Central Park/, New York/, N.Y. (Sun)"
1025,"1968-05-11","05-11-68",0,348,0,0,-1,"","","05-11-68 The Dome/, Virginia Beach/, Va. (Sat)"
1026,"1968-05-17","05-17-68",0,149,0,0,-1,"","also: Steve Miller Band; Taj Mahal","05-17-68 Shrine Exhibition Hall/, Los Angeles/, Ca. (Fri)"
1027,"1968-05-24","05-24-68",0,349,0,0,-1,"","setlist may be from the 25th - billing: Iron Butterfly; GD","05-24-68 National Guard Armory/, St. Louis/, Mo. (Fri)"
1028,"1968-05-25","05-25-68",0,349,0,0,-1,"","billing: Iron Butterfly; GD","05-25-68 National Guard Armory/, St. Louis/, Mo. (Sat)"
1029,"1968-05-30","05-30-68",0,31,0,0,-1,"","""Memorial"" - also: Charlie Musselwhite; Petrus","05-30-68 Carousel Ballroom/, San Francisco/, Ca. (Thu)"
1030,"1968-05-31","05-31-68",0,31,0,0,-1,"","""Memorial"" - also: Charlie Musselwhite; Petrus","05-31-68 Carousel Ballroom/, San Francisco/, Ca. (Fri)"
1031,"1968-06-01","06-01-68",0,31,0,0,-1,"","""Memorial"" - also: Charlie Musselwhite; Petrus","06-01-68 Carousel Ballroom/, San Francisco/, Ca. (Sat)"
1032,"1968-06-07","06-07-68",0,31,0,0,-1,"","the songs listed above opened one night of the stand - also: Jefferson Airplane; Fleetwood Mac","06-07-68 Carousel Ballroom/, San Francisco/, Ca. (Fri)"
1033,"1968-06-08","06-08-68",0,31,0,0,-1,"","also: Jefferson Airplane; Fleetwood Mac","06-08-68 Carousel Ballroom/, San Francisco/, Ca. (Sat)"
1034,"1968-06-09","06-09-68",0,31,0,0,-1,"","also: Jefferson Airplane; Fleetwood Mac","06-09-68 Carousel Ballroom/, San Francisco/, Ca. (Sun)"
1035,"1968-06-19","06-19-68",0,31,0,0,-1,"","setlist incomplete - chanting after ""Lovelight"" - Black Man's Free Store benefit - also: Richie Havens","06-19-68 Carousel Ballroom/, San Francisco/, Ca. (Wed)"
1036,"1968-07-11","07-11-68",0,149,0,0,-1,"","also: Blue Cheer","07-11-68 Shrine Exhibition Hall/, Los Angeles/, Ca. (Thu)"
1037,"1968-07-12","07-12-68",0,328,0,0,-1,"","also: Working Class","07-12-68 King's Beach Bowl/, North Shore/, Lake Tahoe/, Ca. (Fri)"
1038,"1968-07-13","07-13-68",0,328,0,0,-1,"","also: Working Class","07-13-68 King's Beach Bowl/, North Shore/, Lake Tahoe/, Ca. (Sat)"
1039,"1968-08-02","08-02-68",0,350,0,0,-1,"","also: Curly Cook's Hurdy-Gurdy Band; Maya","08-02-68 The Hippodrome/, San Diego/, Ca. (Fri)"
1040,"1968-08-03","08-03-68",0,350,0,0,-1,"","also: Curly Cook's Hurdy-Gurdy Band; Maya","08-03-68 The Hippodrome/, San Diego/, Ca. (Sat)"
1041,"1968-08-04","08-04-68",0,351,0,0,-1,"","""First Annual Newport Pop Festival"" - also: Jefferson Airplane; Eric Burdon & The Animals; The Byrds; Big Brother & The Holding Co.; Electric Flag; Canned Heat; Iron Butterfly; QMS; The Charles Lloyd Quartet; Things To Come; Country Joe & The Fish; Illinois Speed Press - Sonny & Cher cancelled","08-04-68 Orange County Fairgrounds/, Costa Mesa/, Ca. (Sun)"
1042,"1968-08-20","08-20-68",0,7,0,0,-1,"","venue used to be called ""Carousel Ballroom"" - billing: GD; Kaleidoscope; Albert Collins","08-20-68 Fillmore West/, San Francisco/, Ca. (Tue)"
1043,"1968-08-22","08-22-68",0,7,0,0,-1,"","billing: GD; Kaleidoscope; Albert Collins","08-22-68 Fillmore West/, San Francisco/, Ca. (Thu)"
1044,"1968-08-23","08-23-68",0,149,0,0,-1,"","","08-23-68 Shrine Exhibition Hall/, Los Angeles/, Ca. (Fri)"
1045,"1968-08-28","08-28-68",0,98,0,0,-1,"","list may belong elsewhere during this period","08-28-68 Avalon Ballroom/, San Francisco/, Ca. (Wed)"
1046,"1968-08-30","08-30-68",0,7,0,0,-1,"","billing: GD; Preservation Hall Jazz Band; Sons Of Champlin","08-30-68 Fillmore West/, San Francisco/, Ca. (Fri)"
1047,"1968-08-31","08-31-68",0,7,0,0,-1,"","billing: GD; Preservation Hall Jazz Band; Sons Of Champlin","08-31-68 Fillmore West/, San Francisco/, Ca. (Sat)"
1048,"1968-09-20","09-20-68",0,120,0,0,-1,"","*with Shankar Ghosh and Vince Delgado","09-20-68 Berkeley Community Theatre/, Berkeley/, Ca. (Fri)"
1049,"1968-09-22","09-22-68",0,352,0,0,-1,"","also: Buddy Miles Express; Taj Mahal; QMS; Sons Of Champlin; Mother Earth - Curly Cook's Hurdy-Gurdy Band; The Youngbloods; Ace Of Cups; Phoenix","09-22-68 Del Mar Fairgrounds/, San Diego/, Ca. (Sun)"
1050,"1968-10-05","10-05-68",0,342,0,0,-1,"","","10-05-68 Sacramento Memorial Auditorium/, Sacramento/, Ca. (Sat)"
1051,"1968-10-10","10-10-68",0,37,0,0,-1,"","Mickey And The Hartbeats","10-10-68 The Matrix/, San Francisco/, Ca. (Thu)"
1052,"1968-10-11","10-11-68",0,98,0,0,-1,"","also: Lee Michaels; Linn County; Mance Lipscomb","10-11-68 Avalon Ballroom/, San Francisco/, Ca. (Fri)"
1053,"1968-10-12","10-12-68",0,98,0,0,-1,"","FM broadcast KFPA-Berkeley - also: Lee Michaels; Linn County; Mance Lipscomb","10-12-68 Avalon Ballroom/, San Francisco/, Ca. (Sat)"
1054,"1968-10-13","10-13-68",0,98,0,0,-1,"","","10-13-68 Avalon Ballroom/, San Francisco/, Ca. (Sun)"
1055,"1968-10-18","10-18-68",0,353,0,0,-1,"","also: Cleveland Wrecking Company","10-18-68 The Bank/, Torrance/, Ca. (Fri)"
1056,"1968-10-20","10-20-68",0,29,0,0,-1,"","","10-20-68 Greek Theatre/, U. of California/, Berkeley/, Ca. (Sun)"
1057,"1968-10-29","10-29-68",0,37,0,0,-1,"","Mickey And The Hartbeats","10-29-68 The Matrix/, San Francisco/, Ca. (Tue)"
1058,"1968-10-31","10-31-68",0,37,0,0,-1,"","Mickey And The Hartbeats","10-31-68 The Matrix/, San Francisco/, Ca. (Thu)"
1059,"1968-11-01","11-01-68",0,354,0,0,-1,"","","11-01-68 Silver Dollar Fairgrounds/, Chico/, Ca. (Fri)"
1060,"1968-11-04","11-04-68",0,276,0,0,-1,"","","11-04-68 Longshoreman's Hall/, San Francisco/, Ca. (Mon)"
1061,"1968-11-07","11-07-68",0,7,0,0,-1,"","billing: QMS; GD; Linn County","11-07-68 Fillmore West/, San Francisco/, Ca. (Thu)"
1062,"1968-11-08","11-08-68",0,7,0,0,-1,"","billing: QMS; GD; Linn County","11-08-68 Fillmore West/, San Francisco/, Ca. (Fri)"
1063,"1968-11-09","11-09-68",0,7,0,0,-1,"","billing: QMS; GD; Linn County","11-09-68 Fillmore West/, San Francisco/, Ca. (Sat)"
1064,"1968-11-10","11-10-68",0,7,0,0,-1,"","""Morning Dew"" opened the show - billing: QMS; GD; Linn County","11-10-68 Fillmore West/, San Francisco/, Ca. (Sun)"
1065,"1968-11-17","11-17-68",0,186,0,0,-1,"","Native American Fund benefit","11-17-68 Eagles Auditorium/, Seattle/, Wa. (Sun)"
1066,"1968-11-22","11-22-68",0,355,0,0,-1,"","Bill Kreutzmann was absent due to illness","11-22-68 Veterans Hall/, Columbus/, Oh. (Fri)"
1067,"1968-11-23","11-23-68",0,356,0,0,-1,"","first concert with Tom Constanten","11-23-68 Memorial Auditorium/, Ohio University/, Athens/, Oh. (Sat)"
1068,"1968-11-24","11-24-68",0,357,0,0,-1,"","Tom Constanten and Pigpen both played keyboards the entire night - The Lemon Pipers opened","11-24-68 Hyde Park Teen Center/, Cincinnati/, Oh. (Sun)"
1069,"1968-11-27","11-27-68",0,358,0,0,-1,"","also: Procol Harum","11-27-68 The Kinetic Playground/, Chicago/, Il. (Wed)"
1070,"1968-11-28","11-28-68",0,358,0,0,-1,"","also: Procol Harum","11-28-68 The Kinetic Playground/, Chicago/, Il. (Thu)"
1071,"1968-12-01","12-01-68",0,325,0,0,-1,"","also: Popcorn Blizzard","12-01-68 Grande Ballroom/, Detroit/, Mi. (Sun)"
1072,"1968-12-06","12-06-68",0,36,0,0,-1,"","Quaker City Rock Festival","12-06-68 The Spectrum/, Philadelphia/, Pa. (Fri)"
1073,"1968-12-07","12-07-68",0,359,0,1,-1,"","*Garcia singing","12-07-68 Bellarmine College/, Louisville/, Ky. (Sat)"
1074,"1968-12-13","12-13-68",0,353,0,0,-1,"","also: Magic Sam; Turnquist Remedy","12-13-68 The Bank/, Torrance/, Ca. (Fri)"
1075,"1968-12-14","12-14-68",0,353,0,0,-1,"","also: Magic Sam; Turnquist Remedy","12-14-68 The Bank/, Torrance/, Ca. (Sat)"
1076,"1968-12-20","12-20-68",0,149,0,0,-1,"","*Garcia solo acousticsetlist incomplete, from end of show - also: Country Joe & The Fish; Spirit; Pulse; Sir Douglas Quintet; Mint Tatoo","12-20-68 Shrine Exhibition Hall/, Los Angeles/, Ca. (Fri)"
1077,"1968-12-21","12-21-68",0,149,0,0,-1,"","also: Country Joe & The Fish; Spirit; Pulse; Sir Douglas Quintet; Mint Tatoo","12-21-68 Shrine Exhibition Hall/, Los Angeles/, Ca. (Sat)"
1078,"1968-12-28","12-28-68",0,360,0,0,-1,"","","12-28-68 Houston/, Tx. (Sat)"
1079,"1968-12-29","12-29-68",0,361,0,0,-1,"","Miami Pop Festival","12-29-68 Gulfstream Park Racetrack/, Hallandale/, Fl. (Sun)"
1080,"1968-12-31","12-31-68",0,602,0,0,-1,"","the list from 05-03-69 often appears on tapes with this date - ""The Fillmore Scene at Winterland"" - 9:00 PM to 9:00 AM - ""Includes Breakfast"" - billing: GD; QMS; It's A Beautiful Day; Santana","12-31-68 Winterland Arena/, San Francisco/, Ca. (Tue)"
1081,"1969-01-02","01-02-69",0,7,0,0,-1,"","billing: GD; Blood, Sweat & Tears; Spirit","01-02-69 Fillmore West/, San Francisco/, Ca. (Thu)"
1082,"1969-01-03","01-03-69",0,7,0,0,-1,"","billing: GD; Blood, Sweat & Tears; Spirit","01-03-69 Fillmore West/, San Francisco/, Ca. (Fri)"
1083,"1969-01-04","01-04-69",0,7,0,0,-1,"","billing: GD; Blood, Sweat & Tears; Spirit","01-04-69 Fillmore West/, San Francisco/, Ca. (Sat)"
1084,"1969-01-05","01-05-69",0,7,0,0,-1,"","billing: GD; Blood, Sweat & Tears; Spirit","01-05-69 Fillmore West/, San Francisco/, Ca. (Sun)"
1085,"1969-01-17","01-17-69",0,362,0,0,-1,"","","01-17-69 Santa Barbara/, Ca. (Fri)"
1086,"1969-01-24","01-24-69",0,98,0,0,-1,"","also: Sons Of Champlin; Initial Shock","01-24-69 Avalon Ballroom/, San Francisco/, Ca. (Fri)"
1087,"1969-01-25","01-25-69",0,98,0,0,-1,"","also: Sons Of Champlin; Initial Shock","01-25-69 Avalon Ballroom/, San Francisco/, Ca. (Sat)"
1088,"1969-01-26","01-26-69",0,98,0,0,-1,"","""The Eleven"" and ""Lovelight"" appear on ""Live Dead"" - also: Sons Of Champlin; Initial Shock","01-26-69 Avalon Ballroom/, San Francisco/, Ca. (Sun)"
1089,"1969-01-31","01-31-69",0,358,0,0,-1,"","also: The Grassroots","01-31-69 The Kinetic Playground/, Chicago/, Il. (Fri)"
1090,"1969-02-01","02-01-69",0,358,0,0,-1,"","also: The Grassroots","02-01-69 The Kinetic Playground/, Chicago/, Il. (Sat)"
1091,"1969-02-02","02-02-69",0,114,0,0,-1,"","Grand opening of Minneapolis Labor Temple","02-02-69 Labor Temple/, Minneapolis/, Mn. (Sun)"
1092,"1969-02-05","02-05-69",0,363,0,0,-1,"","","02-05-69 The Music Box/, Omaha/, Nb. (Wed)"
1093,"1969-02-06","02-06-69",0,364,0,0,-1,"","","02-06-69 Kiel Auditorium/, St. Louis/, Mo. (Thu)"
